doc_name,section_no,page_no,error_code,content_type,severity,is_safety,ref_section,content
R30iA_Maintenance,3.5,77,SRVO-059,TROUBLESHOOTING,MEDIUM,false,,(34) SRVO-059 Servo amp init error (Explanation) Servo amplifier initialization is failed. (Action 1) Check the wiring of the servo amplifier. (Action 2) Replace the servo amplifier.
R30iA_Maintenance,3.5,77,SRVO-062,TROUBLESHOOTING,HIGH,false,,"(35) SRVO-062 BZAL alarm (Group: i Axis: j) (Explanation) This alarm occurs if battery for Pulsecoder absolute-position backup is empty. A probable cause is a broken battery cable or no batteries in the robot. (Action 1) Replace the battery in the battery box of the robot base. (Action 2) Replace the Pulsecoder with which an alarm has been issued. (Action 3) Check whether the robot internal cable for feeding power from the battery to the Pulsecoder is not disconnected and grounded. If an abnormality is found, replace the cable."
R30iA_Maintenance,3.5,77,SRVO-062,SAFETY,HIGH,true,,"CAUTION After correcting the cause of this alarm, set the system variable ($MCR.$SPC_RESET) to TRUE then turn on the power again. Mastering is needed."
R30iA_Maintenance,3.5,77,SRVO-064,TROUBLESHOOTING,MEDIUM,false,,"(36) SRVO-064 PHAL alarm (Group: i Axis: j) (Explanation) This alarm occurs if the phase of the pulses generated in the Pulsecoder is abnormal. (Action) Replace the Pulsecoder. NOTE This alarm might accompany the DTERR, CRCERR, or STBERR alarm. In this case, however, there is no actual condition for this alarm."
R30iA_Maintenance,3.5,77,SRVO-065,TROUBLESHOOTING,MEDIUM,false,,"(37) SRVO-065 BLAL alarm (Group: i Axis: j) (Explanation) The battery voltage for the Pulsecoder is lower than the rating. (Action) Replace the battery. (If this alarm occurs, turn on the power and replace the battery as soon as possible. A delay in battery replacement may result in the BZAL alarm being detected. In this case, the position data will be lost. Once the position data is lost, mastering will become necessary."
R30iA_Maintenance,3.5,77,SRVO-067,TROUBLESHOOTING,MEDIUM,false,,"(38) SRVO-067 OHAL2 alarm (Group: i Axis: j) (Explanation) The temperature inside the Pulsecoder or motor is abnormally high, and the built-in thermostat has operated. (Action 1) Check the robot operating conditions. If a condition such as the duty cycle and load weight has exceeded the rating, relax the robot load condition to meet the allowable range. (Action 2) When power is supplied to the motor after it has become sufficiently cool, if the alarm still occurs, replace the motor. - 40 -"
R30iA_Maintenance,3.5,78,SRVO-068,TROUBLESHOOTING,MEDIUM,false,,(39) SRVO-068 DTERR alarm (Group: i Axis: j) (Explanation) The serial Pulsecoder does not return serial data in response to a request signal. (Action 1) Make sure that the RMP connector of servo amplifier (motor side) is connected tightly. (Action 2) Check that the shielding of the RMP cable is grounded securely in the cabinet. (Action 3) Replace the Pulsecoder. (Action 4) Replace the servo amplifier. (Action 5) Replace the RMP cable. (Action 6) Replace the robot interconnection cable (for the Pulsecoder).
R30iA_Maintenance,3.5,78,SRVO-069,TROUBLESHOOTING,MEDIUM,false,,(40) SRVO-069 CRCERR alarm (Group: i Axis: j) (Explanation) The serial data has disturbed during communication.
R30iA_Maintenance,3.5,78,SRVO-068,TROUBLESHOOTING,MEDIUM,false,,(Action) See actions on SRVO-068.
R30iA_Maintenance,3.5,78,SRVO-070,TROUBLESHOOTING,MEDIUM,false,,(41) SRVO-070 STBERR alarm (Group: i Axis: j) (Explanation) The start and stop bits of the serial data are abnormal.
R30iA_Maintenance,3.5,78,SRVO-068,TROUBLESHOOTING,MEDIUM,false,,(Action) See actions on SRVO-068. Servo amplifier
R30iA_Maintenance,3.5,78,SRVO-059,TROUBLESHOOTING,MEDIUM,false,,Fig.3.5 (r) SRVO-059 Servo amp init error
R30iA_Maintenance,3.5,78,SRVO-070,TROUBLESHOOTING,MEDIUM,false,,SRVO-070 STBERR alarm
R30iA_Maintenance,3.5,78,SRVO-071,TROUBLESHOOTING,MEDIUM,false,,(42) SRVO-071 SPHAL alarm (Group: i Axis: j) (Explanation) The feedback speed is abnormally high.
R30iA_Maintenance,3.5,78,SRVO-068,TROUBLESHOOTING,MEDIUM,false,,(Action) Action as same as the SRVO-068. NOTE
R30iA_Maintenance,3.5,78,SRVO-064,TROUBLESHOOTING,MEDIUM,false,,"If this alarm occurs together with the PHAL alarm (SRVO-064), this alarm does not correspond to the major cause of the failure."
R30iA_Maintenance,3.5,78,SRVO-072,TROUBLESHOOTING,MEDIUM,false,,(43) SRVO-072 PMAL alarm (Group: i Axis: j) (Explanation) It is likely that the Pulsecoder is abnormal. (Action) Replace the Pulsecoder and remaster the robot. - 41 -
R30iA_Maintenance,3.5,79,SRVO-073,TROUBLESHOOTING,MEDIUM,false,,(44) SRVO-073 CMAL alarm (Group: i Axis: j) (Explanation) It is likely that the Pulsecoder is abnormal or the Pulsecoder has malfunctioned due to noise. (Action 1) Check whether the connection of the controller earth is good. Check the earth cable connection between controller and robot. Check whether the shielding of the robot connection cables is connected securely to the grounding plate. (Action 2) Reinforce the earth of the motor flange. (In case of Auxiliary axis) (Action 3) Replace the Pulsecoder.
R30iA_Maintenance,3.5,79,SRVO-074,TROUBLESHOOTING,MEDIUM,false,,"(45) SRVO-074 LDAL alarm (Group: i Axis: j) (Explanation) The LED in the Pulsecoder is broken. (Action) Replace the Pulsecoder, and remaster the robot."
R30iA_Maintenance,3.5,79,SRVO-075,TROUBLESHOOTING,MEDIUM,false,,"(46) SRVO-075 Pulse not established (Group: i Axis: j) (Explanation) The absolute position of the Pulsecoder cannot be established. (Action) Reset the alarm, and jog the axis on which the alarm has occurred until the same alarm will not occur again."
R30iA_Maintenance,3.5,79,SRVO-076,TROUBLESHOOTING,MEDIUM,false,,"(47) SRVO-076 Tip Stick Detection (Group: i Axis: j) (Explanation) An excessive disturbance was assumed in servo software at the start of operation. (An abnormal load was detected. The cause may be welding.) (Action 1) Check whether the robot has collided. Or check whether the machinery load of the corresponding axis is increased. (Action 2) Check whether the load settings are valid. (Action 3) Check whether the brake of the corresponding axis is released. (Action 4) Check whether the load weight is within the rated range. If the weight exceeds the upper limit, decrease it to the limit. (Action 5) Check whether the voltage input to the controller is within the rated voltage and check whether the voltage set for the transformer of the controller is correct. (Action 6) Replace the servo amplifier. (Action 7) Replace the corresponding servo motor. (Action 8) Replace the E-stop unit. (Action 9) Replace the power cable of the robot connection cable in which the corresponding axis is connected. (Action 10) Replace the power cable or brake cable of the robot interconnection cable in which the corresponding axis is connected. E-stop unit Servo amplifier"
R30iA_Maintenance,3.5,79,SRVO-076,TROUBLESHOOTING,MEDIUM,false,,Fig.3.5 (s) SRVO-076 Tip Stick Detection - 42 -
R30iA_Maintenance,3.5,80,SRVO-081,TROUBLESHOOTING,MEDIUM,false,,(48) SRVO-081 EROFL alarm (Track enc: i) (Explanation) The pulse counter for line tracking has overflowed. (Action 1) Check whether the condition of the line tracking exceeds the limitation. (Action 2) Replace the Pulsecoder. (Action 3) Replace the line tracking interface board.
R30iA_Maintenance,3.5,80,SRVO-082,TROUBLESHOOTING,MEDIUM,false,,(49) SRVO-082 DAL alarm (Track ebc: i) (Explanation) The line tracking Pulsecoder has not been connected. (Action 1) Check the connection cable at each end (the line tracking interface board and the motor side) (Action 2) Check whether the shielding of the connection cable is connected securely to the grounding plate. (Action 3) Replace the line tracking cable. (Action 4) Replace the Pulsecoder. (Action 5) Replace the line tracking interface board.
R30iA_Maintenance,3.5,80,SRVO-084,TROUBLESHOOTING,MEDIUM,false,,(50) SRVO-084 BZAL alarm (Track enc: i) (Explanation) This alarm occurs if the backup battery for the absolute position of the Pulsecoder
R30iA_Maintenance,3.5,80,SRVO-062,TROUBLESHOOTING,MEDIUM,false,,has not been connected. See the description about the BZAL alarm (SRVO-062).
R30iA_Maintenance,3.5,80,SRVO-087,TROUBLESHOOTING,MEDIUM,false,,(51) SRVO-087 BLAL alarm (Track enc: i) (Explanation) This alarm occurs if the voltage of the backup battery for the absolute position of
R30iA_Maintenance,3.5,80,SRVO-065,TROUBLESHOOTING,MEDIUM,false,,the Pulsecoder is low. See the description about the BLAL alarm (SRVO-065).
R30iA_Maintenance,3.5,80,SRVO-089,TROUBLESHOOTING,MEDIUM,false,,"(52) SRVO-089 OHAL2 alarm (Track enc: i) (Explanation) The motor has overheated. When power is supplied to the Pulsecoder after it has become sufficiently cool, if the alarm still occurs. See the description about the"
R30iA_Maintenance,3.5,80,SRVO-067,TROUBLESHOOTING,MEDIUM,false,,OHAL2 alarm (SRVO-067).
R30iA_Maintenance,3.5,80,SRVO-090,TROUBLESHOOTING,MEDIUM,false,,(53) SRVO-090 DTERR alarm (Track ebc: i) (Explanation) Communication between the Pulsecoder and line tracking interface board is
R30iA_Maintenance,3.5,80,SRVO-068,TROUBLESHOOTING,MEDIUM,false,,abnormal. See the SRVO-068 DTERR alarm. (Action 1) Check the connection cable at each end (the line tracking interface board and the Pulsecoder) (Action 2) Check whether the shielding of the connection cable is connected securely to the grounding plate. (Action 3) Replace the Pulsecoder. (Action 4) Replace the line tracking cable. (Action 5) Replace the line tracking interface board.
R30iA_Maintenance,3.5,80,SRVO-091,TROUBLESHOOTING,MEDIUM,false,,(54) SRVO-091 CRCERR alarm (Track enc: i) (Explanation) Communication between the Pulsecoder and line tracking interface board is abnormal.
R30iA_Maintenance,3.5,80,SRVO-090,TROUBLESHOOTING,MEDIUM,false,,(Action) Action as same as the SRVO-090.
R30iA_Maintenance,3.5,80,SRVO-092,TROUBLESHOOTING,MEDIUM,false,,(55) SRVO-092 STBERR alarm (Track enc: i) (Explanation) Communication between the Pulsecoder and line tracking interface board is abnormal.
R30iA_Maintenance,3.5,80,SRVO-090,TROUBLESHOOTING,MEDIUM,false,,(Action) Action as same as the SRVO-090.
R30iA_Maintenance,3.5,80,SRVO-093,TROUBLESHOOTING,MEDIUM,false,,(56) SRVO-093 SPHAL alarm (Track enc: i) (Explanation) This alarm occurs if the current position data from the Pulsecoder is higher than the previous position data.
R30iA_Maintenance,3.5,80,SRVO-090,TROUBLESHOOTING,MEDIUM,false,,(Action) Action as same as the SRVO-090. - 43 -
R30iA_Maintenance,3.5,81,SRVO-094,TROUBLESHOOTING,MEDIUM,false,,(57) SRVO-094 PMAL alarm (Track enc: i) (Explanation) It is likely that the Pulsecoder is abnormal. See the description about the PMAL
R30iA_Maintenance,3.5,81,SRVO-072,TROUBLESHOOTING,MEDIUM,false,,alarm (SRVO-072).
R30iA_Maintenance,3.5,81,SRVO-095,TROUBLESHOOTING,MEDIUM,false,,(58) SRVO-095 CMAL alarm (Track enc: i) (Explanation) It is likely that the Pulsecoder is abnormal or the Pulsecoder has malfunctioned
R30iA_Maintenance,3.5,81,SRVO-073,TROUBLESHOOTING,MEDIUM,false,,due to noise. See the description about the CMAL alarm (SRVO-073). (Action 1) Reinforce the earth of the flange of the Pulsecoder. (Action 2) Replace the Pulsecoder.
R30iA_Maintenance,3.5,81,SRVO-096,TROUBLESHOOTING,MEDIUM,false,,(59) SRVO-096 LDAL alarm (Track enc: i) (Explanation) The LED in the Pulsecoder is broken. See the description about the LDAL alarm
R30iA_Maintenance,3.5,81,SRVO-074,TROUBLESHOOTING,MEDIUM,false,,(SRVO-074).
R30iA_Maintenance,3.5,81,SRVO-097,TROUBLESHOOTING,MEDIUM,false,,(60) SRVO-097 Pulse not established (enc: i) (Explanation) The absolute position of the Pulsecoder cannot be established. See the
R30iA_Maintenance,3.5,81,SRVO-075,TROUBLESHOOTING,MEDIUM,false,,"description about (SRVO-075). Pulse not established. (Action 1) Reset the alarm, and jog the axis on which the alarm has occurred until the same alarm does not occur again. (Jog one motor revolution)"
R30iA_Maintenance,3.5,81,SRVO-105,TROUBLESHOOTING,MEDIUM,false,,"(61) SRVO-105 Door open or E-stop (Explanation) The cabinet door is open. - When the door switch is mounted. (Action 1) When the door is open, close it. (Action 2) Check the door switch and door switch connection cable. If the switch or cable is faulty, replace it. - When the door switch is not mounted. (Action 3) Check that the CRMA31, CRMA43, and CRM90 connectors on the E-STOP unit are connected securely. (Action 4) Replace the E-stop unit. (Action 5) Replace the servo amplifier. E-stop unit Servo amplifier"
R30iA_Maintenance,3.5,81,SRVO-105,TROUBLESHOOTING,MEDIUM,false,,Fig.3.5 (t) SRVO-105 Door open or E-stop - 44 -
R30iA_Maintenance,3.5,82,SRVO-136,TROUBLESHOOTING,MEDIUM,false,,"(62) SRVO-136 DCLVAL alarm (Group: i Axis: j) (Explanation) The servo the DC current of amplifier (DC link voltage) of the main power supply is abnormally low. - This alarm occurred during robot operation. (Action 1) Check the input voltage to the controller is within the rated voltage and no phase is lack. In addition, check the setting of the transformer is correct. (Action 2) It is possible that an instant disconnection of power source causes this alarm. Check whether an instant disconnection occurred. (Action 3) Modify the program in order that robot and the auxiliary axis do not accelerate simultaneously in the system with the auxiliary axis. (Action 4) Replace the E-stop unit. (Action 5) Replace the servo amplifier. - If this alarm occurred before the magnetic contactor is turned on: (Action 1) Check whether the circuit breaker in the E-stop unit is OFF. If it is OFF, check the servo amplifier and the wiring between the servo amplifier and the E-stop unit. If anything is abnormal, replace it. Else, turn on the breaker. (Action 2) Check the input voltage to the controller is within the rated voltage and no phase is lack. In addition, check the setting of the transformer is correct. (Action 3) Replace the E-stop unit. (Action 4) Replace the servo amplifier. - 45 -"
R30iA_Maintenance,3.5,83,SRVO-156,TROUBLESHOOTING,MEDIUM,false,,"(63) SRVO-156 IPMAL alarm (Group: i Axis: j) (Explanation) Abnormally high current flowed through the main circuit of the servo amplifier. (Action 1) Turn off the power, and disconnect the power cable from the servo amplifier indicated by the alarm message. (And disconnect the brake cable (CRR88 on the servo amplifier) to avoid the axis falling unexpectedly.) Turn on the power, and if the alarm occurs again, replace the servo amplifier. (Action 2) Turn off the power and disconnect the power cable from the servo amplifier indicated by the alarm message, and check the insulation of their U, V, W and the GND lines each other. If there is a short-circuit, replace the power cable. (Action 3) Turn off the power and disconnect the power cable from the servo amplifier by the alarm message, and measure the resistance between their U and V, V and W and W and U with an ohmmeter that has a very low resistance range. If the resistances at the three places are different from each other, the motor, the power cable is defective. Check each item in detail and replace it if necessary."
R30iA_Maintenance,3.5,83,SRVO-157,TROUBLESHOOTING,MEDIUM,false,,(64) SRVO-157 CHGAL alarm (Group: i Axis: j) (Explanation) The capacitor for the condenser voltage of the servo amplifier was not charged within the specified time when the servo power is on. (Action 1) Replace the E-stop unit. (Action 2) Replace the servo amplifier. (Action 3) Replace the auxiliary amplifier for system of the auxiliary axis. E-stop unit Servo amplifier
R30iA_Maintenance,3.5,83,SRVO-136,TROUBLESHOOTING,MEDIUM,false,,Fig.3.5 (u) SRVO-136 DCLVAL alarm
R30iA_Maintenance,3.5,83,SRVO-156,TROUBLESHOOTING,MEDIUM,false,,SRVO-156 IPMAL alarm
R30iA_Maintenance,3.5,83,SRVO-157,TROUBLESHOOTING,MEDIUM,false,,SRVO-157 CHGAL alarm
R30iA_Maintenance,3.5,83,SRVO-201,TROUBLESHOOTING,MEDIUM,false,,"(65) SRVO-201 Panel E-stop or SVEMG abnormal (Explanation) The emergency stop button on the operator’s panel was pressed, but the E-STOP line was not disconnected. (Action 1) With the E-stop in the released position, check for continuity across the terminals of the switch. If continuity is not found, the emergency stop button is broken. Replace the switch unit or the operator's panel. Before executing the (Action 2), perform a complete controller back-up to save all your programs and settings. (Action 2) Replace the main board. (Action 3) Replace the Servo amplifier. (Action 4) Replace the E-stop board. - 46 -"
R30iA_Maintenance,3.5,84,SRVO-201,TROUBLESHOOTING,MEDIUM,false,,Fig.3.5 (v) SRVO-201 Panel E-stop or SVEMG abnormal
R30iA_Maintenance,3.5,84,SRVO-202,TROUBLESHOOTING,MEDIUM,false,,"(66) SRVO-202 TP E-stop or SVEMG abnormal (Explanation) The emergency stop button on the teach pendant was pressed, but the E-STOP line was not disconnected. (Action 1) Replace the teach pendant. (Action 2) Check the teach pendant cable. If this inferior, replace the cable. (Action 3) Replace the servo amplifier. (Action 4) Replace the E-stop unit. NOTE This alarm might occur if the emergency stop button is pressed slowly. - 47 -"
R30iA_Maintenance,3.5,85,SRVO-202,TROUBLESHOOTING,MEDIUM,false,,Fig.3.5 (w) SRVO-202 TP E-stop or SVEMG abnormal
R30iA_Maintenance,3.5,85,SRVO-204,TROUBLESHOOTING,MEDIUM,false,,"(67) SRVO-204 External (SVEMG abnormal) E-stop (Explanation) The E-stop line was not disconnected when the switch connected to the external E-stop contacts on the E-stop board was pressed. Terminal connection: Between EES1 and EES11 and between EES2 and EES21 on the TBOP7 terminal board. (Action 1) Check the switches and cables connected between terminals on the E-stop board (between EES1 and EES11 and between EES2 and EES21 on TBOP7). If a defective cable or switch is found, replace it. Before executing the (Action 2), perform a complete controller back-up to save all your programs and settings. (Action 2) Replace the main board. (Action 3) Replace the servo amplifier. (Action 4) Replace the E-stop unit. E-stop unit Servo amplifier - 48 -"
R30iA_Maintenance,3.5,86,SRVO-204,TROUBLESHOOTING,MEDIUM,false,,Fig.3.5 (x1) SRVO-204 External (SVEMG abnormal) E-stop
R30iA_Maintenance,3.5,86,SRVO-205,TROUBLESHOOTING,MEDIUM,false,,"(68) SRVO-205 Fence open (SVEMG abnormal) (Explanation) The E-stop line was not disconnected when the switch connected to the safety fence contacts on the E-stop board was pressed. Terminal connection: Between EAS1 and EAS11 and between EAS2 and EAS21 on the TBOP7 terminal board. (Action 1) Check the switches and cables connected between terminals on the E-stop board (between EAS1 and EAS11 and between EAS2 and EAS21 on TBOP7). If a defective cable or switch is found, replace it. Before executing the (Action 2), perform a complete controller back-up to save all your programs and settings. (Action 2) Replace the main board. (Action 3) Replace the servo amplifier. (Action 4) Replace the E-stop unit. Servo amplifier E-stop unit (E-stop board)"
R30iA_Maintenance,3.5,86,SRVO-205,TROUBLESHOOTING,MEDIUM,false,,Fig.3.5 (x2) SRVO-205 Fence open (SVEMG abnormal) - 49 -
R30iA_Maintenance,3.5,87,SRVO-206,TROUBLESHOOTING,MEDIUM,false,,"(69) SRVO-206 DEADMAN switch (SVEMG abnormal) (Explanation) When the teach pendant was enabled, the DEADMAN switch was released or pressed strongly, but the E-stop line was not disconnected. (Action 1) Replace the teach pendant. (Action 2) Check the teach pendant cable. If it is inferior, replace the cable. Before executing the (Action 3), perform a complete controller back-up to save all your programs and settings. (Action 3) Replace the main board. (Action 4) Replace the servo amplifier. (Action 5) Replace the E-stop unit. Teach pendant E-stop unit Servo amplifier"
R30iA_Maintenance,3.5,87,SRVO-206,TROUBLESHOOTING,MEDIUM,false,,Fig.3.5 (y) SRVO-206 DEADMAN switch (SVEMG abnormal)
R30iA_Maintenance,3.5,87,SRVO-214,TROUBLESHOOTING,MEDIUM,false,3.6,"(70) SRVO-214 Fuse blown (Servo amplifier) (Explanation) A fuse in the servo amplifier has blown. In case that FS2 or FS3 is blown (Action 1) A fuse is blown, eliminate the cause, and then replace the fuse. (See Section 3.6 in the Part II, “MAINTENANCE”.) (Action 2) Replace the servo amplifier."
R30iA_Maintenance,3.5,87,SRVO-216,TROUBLESHOOTING,MEDIUM,false,,"(71) SRVO-216 OVC (total) (Robot: i) (Explanation) The current (total current for six axes) flowing through the motor is too large. (Action 1) Slow the motion of the robot where possible. Check the robot operation conditions. If the robot is used with a condition exceeding the duty or load weight robot rating, reduce the load condition value to the specification range. (Action 2) Check the input voltage to the controller is within the rated voltage and no phase is lack. In addition, check the setting of the transformer is correct. (Action 3) Replace the servo amplifier. - 50 -"
R30iA_Maintenance,3.5,88,SRVO-214,TROUBLESHOOTING,MEDIUM,false,,Fig.3.5 (z) SRVO-214 Fuse blown (servo amplifier)
R30iA_Maintenance,3.5,88,SRVO-216,TROUBLESHOOTING,MEDIUM,false,,SRVO-216 OVC (total)
R30iA_Maintenance,3.5,88,SRVO-218,TROUBLESHOOTING,MEDIUM,false,,"(72) SRVO-218 Ext.E-stop/ServoDisconnect (Explanation) The switch connected across EES1 – EES11 and EES2 – EES21 on the TBOP7 terminal board on the E-stop board was pressed. (Action 1) When the external emergency stop button is connected, release the button. (Action 2) Check the switch and cable connected to EES1 – EES11 and EES2 – EES21 on TBOP7 terminal board. If the cable is abnormal, replace it. (Action 3) When this signal is not used, establish the short circuits between the contacts (between EES1 and EES11 and between EES2 and EES21) on the terminal block of the E-stop unit. (Action 4) Replace the teach pendant. (Action 5) Check the teach pendant cable. If this inferior, replace the cable. (Action 6) Replace the E-stop unit. E-stop unit - 51 -"
R30iA_Maintenance,3.5,89,SRVO-218,TROUBLESHOOTING,MEDIUM,false,,Fig.3.5 (aa) SRVO-218 Ext.E-stop/ServoDisconnect
R30iA_Maintenance,3.5,89,SRVO-220,TROUBLESHOOTING,MEDIUM,false,,"(73) SRVO-220 SDI fuse blown (Explanation) A fuse (FUSE3) on the main board has blown. (Action 1) Check whether the fuse (FUSE3) on the main board has blown. If the fuse has blown, 24SDI may be short-circuited to 0V. Take Action 2. (Action 2) Remove the cause of the 24SDI ground-fault, and then check that FUSE3 does not blow. Disconnect the following on the main board, and then turn on the power. - CRMA15 - CRMA16 If FUSE3 does not blow in this state, 24SDI and 0V may be short-circuited at any of the above locations. Determine the faulty location, and then take appropriate action. If FUSE3 still blows after the above are disconnected, take Action 3. (Action 3) Disconnect CRS30. If FUSE3 still blows, replace the main board. (Action 4) Replace the cable between the E-stop unit and servo amplifier. (Action 5) Replace the cable between the main board and the E-stop unit. (Action 6) Replace the E-stop unit. (Action 7) Replace the servo amplifier E-stop unit Servo amplifier Main board"
R30iA_Maintenance,3.5,89,SRVO-220,TROUBLESHOOTING,MEDIUM,false,,Fig.3.5 (ab) SRVO-220 SDI fuse blown - 52 -
R30iA_Maintenance,3.5,90,SRVO-221,TROUBLESHOOTING,MEDIUM,false,,"(74) SRVO-221 Lack of DSP (Group: i Axis: j) (Explanation) A controlled axis card corresponding to the set number of axes is not mounted. (Action 1) Check whether the set number of axes is valid. If the number is invalid, set the correct number. (Action 2) Replace the axis control card with a card corresponding to the set number of axes."
R30iA_Maintenance,3.5,90,SRVO-223,TROUBLESHOOTING,MEDIUM,false,,"(75) SRVO-223 DSP dry run (a b) (Explanation) Servo system initialization was stopped because of a hardware failure or improver software setting. The controller has been started in the DSP dry run mode. (Action 1) When the value is 1, 5, or 6: An incorrect setting is made. Check whether the dry run mode is set and check whether the setting of the hard start axis is correct. (Action 2) When the value is 2, 3, 4, or 7: Replace the servo card. (Action 3) When the value is 8 or 10: Take action for an FSSB initialization error that has occurred at the same time. (Action 4) When the value is 9: Take the following action: Check whether the servo amplifier is connected. Replace the optical cable used for servo amplifier connection. Replace the servo amplifier Servo amplifier Main board Axis control card (Main board)"
R30iA_Maintenance,3.5,90,SRVO-221,TROUBLESHOOTING,MEDIUM,false,,Fig.3.5 (ac) SRVO-221 Lack of DSP
R30iA_Maintenance,3.5,90,SRVO-223,TROUBLESHOOTING,MEDIUM,false,,SRVO-223 DSP dry run (a b) - 53 -
R30iA_Maintenance,3.5,91,SRVO-230,TROUBLESHOOTING,MEDIUM,false,,"(76) SRVO-230 Chain 1 abnormal a,b"
R30iA_Maintenance,3.5,91,SRVO-231,TROUBLESHOOTING,MEDIUM,false,,"SRVO-231 Chain 2 abnormal a,b (Explanation) A mismatch occurred between duplicate safety signals."
R30iA_Maintenance,3.5,91,SRVO-230,TROUBLESHOOTING,MEDIUM,false,,"SRVO-230 is issued if such a mismatch that a contact connected on the chain 1 side (between EES1 and EES11, between EAS1 and EAS11, between SD4 and SD41, and so forth) is closed, and a contact on the chain 2 side (between EES2 and EES21, between EAS2 and EAS21, between SD5 and SD51, and so forth) is open"
R30iA_Maintenance,3.5,91,SRVO-231,TROUBLESHOOTING,MEDIUM,false,,"occurs. SRVO-231 is issued if such a mismatch that a contact on the chain 1 side is open, and a contact on the chain 2 sides is closed occurs. If a chain error is detected, correct the cause of the alarm then reset the alarm according to the method described later. (Action) Check the alarms issued at the same time in order to identify with which signal the mismatch occurred."
R30iA_Maintenance,3.5,91,SRVO-266,TROUBLESHOOTING,HIGH,false,,SRVO-266 through SRVO-275 and SRVO-370 through SRVO-385 are issued at the same time. Take the action(s) described for each item.
R30iA_Maintenance,3.5,91,SRVO-266,SAFETY,HIGH,true,,"WARNING If this alarm is issued, do not reset the chain error alarm until the failure is identified and repaired. If robot use is continued with one of the duplicate circuits being faulty, safety may not be guaranteed when the other circuit fails. Servo amplifier E-stop unit"
R30iA_Maintenance,3.5,91,SRVO-230,TROUBLESHOOTING,MEDIUM,false,,Fig.3.5 (ad) SRVO-230 Chain 1 (+24V) abnormal
R30iA_Maintenance,3.5,91,SRVO-231,TROUBLESHOOTING,HIGH,false,,SRVO-231 Chain 2 (0V) abnormal
R30iA_Maintenance,3.5,91,SRVO-231,SAFETY,HIGH,true,,"CAUTION 1 The state of this alarm is preserved by software. After correcting the cause of the alarm, reset the chain error alarm according to the chain error reset procedure described later. 2 Until a chain error is reset, no ordinary reset operation must be performed. If an ordinary reset operation is performed before chain error resetting, the"
R30iA_Maintenance,3.5,91,SRVO-237,TROUBLESHOOTING,MEDIUM,false,,"message ""SRVO-237 Chain error cannot be reset"" is displayed on the teach pendant. - 54 -"
R30iA_Maintenance,3.5,92,SRVO-233,TROUBLESHOOTING,MEDIUM,false,,"(77) SRVO-233 TP disabled in T1, T2/Door open (Explanation) Teach pendant is disabled when the mode switch is T1 or T2. (Action 1) Enable the teach pendant in teaching operation. In other case the mode switch should be AUTO mode. (Action 2) Replace the teach pendant. (Action 3) Replace the teach pendant cable. (Action 4) Replace the mode switch. (Action 5) Replace the E-stop unit. (Action 6) Replace the servo amplifier."
R30iA_Maintenance,3.5,92,SRVO-235,TROUBLESHOOTING,MEDIUM,false,,"(78) SRVO-235 Short term Chain abnormal (Explanation) Short term single chain failure condition is detected. ! Cause of this alarm is; - Half release of DEADMAN switch - Half operation of E-stop switch. (Action 1) Cause the same error to occur again, and then perform resetting. (Action 2) Replace the E-stop unit. (Action 3) Replace the servo amplifier. - 55 -"
R30iA_Maintenance,3.5,93,SRVO-233,TROUBLESHOOTING,MEDIUM,false,,"Fig.3.5 (ae) SRVO-233 TP disabled in T1, T2/Door open"
R30iA_Maintenance,3.5,93,SRVO-235,TROUBLESHOOTING,MEDIUM,false,,SRVO-235 Short term Chain abnormal
R30iA_Maintenance,3.5,93,SRVO-251,TROUBLESHOOTING,MEDIUM,false,,(79) SRVO-251 DB relay abnormal (Explanation) An abnormality was detected in the internal relay (DB relay) of the servo amplifier. (Action) Replace the servo amplifier.
R30iA_Maintenance,3.5,93,SRVO-252,TROUBLESHOOTING,MEDIUM,false,,(80) SRVO-252 Current detect abnl (Explanation) An abnormality was detected in the current detection circuit inside the servo amplifier. (Action) Replace the servo amplifier.
R30iA_Maintenance,3.5,93,SRVO-253,TROUBLESHOOTING,MEDIUM,false,,(81) SRVO-253 Amp internal over heat (Explanation) An overheat was detected inside the servo amplifier. (Action) Replace the servo amplifier.
R30iA_Maintenance,3.5,93,SRVO-266,TROUBLESHOOTING,MEDIUM,false,,(82) SRVO-266 FENCE1 status abnormal
R30iA_Maintenance,3.5,93,SRVO-267,TROUBLESHOOTING,MEDIUM,false,,SRVO-267 FENCE2 status abnormal (Explanation) A chain alarm was detected with the EAS (FENCE) signal. (Action 1) Check whether the circuitry connected to the dual input signal (EAS) is faulty. - 56 -
R30iA_Maintenance,3.5,94,SRVO-230,TROUBLESHOOTING,MEDIUM,false,,"1 For the procedure of recovery from this alarm, see the descriptions of SRVO-230"
R30iA_Maintenance,3.5,94,SRVO-231,TROUBLESHOOTING,MEDIUM,false,,"and SRVO-231. 2 If this alarm is issued, do not reset the chain error alarm until the failure is checked and corrected. If robot use is continued with one of the duplicate circuits being faulty, safety may not be guaranteed when the other circuit fails."
R30iA_Maintenance,3.5,94,SRVO-270,TROUBLESHOOTING,MEDIUM,false,,(83) SRVO-270 EXEMG1 status abnormal
